X,baseMean,log2FC,lfcSE,stat,pvalue,padj,ENSG_clean,SYMBOL
ENSG00000206190.13,221.6076304,2.228218203,0.480422264,4.638041093,3.52e-6,0.001147163,ENSG00000206190,ATP10A
ENSG00000183166.12,83.52549062,2.016483097,0.514546811,3.918949754,8.89e-5,0.00743436,ENSG00000183166,CALN1
ENSG00000176593.8,67.09136356,1.82316493,0.553534706,3.293677725,9.88858e-4,0.030891763,ENSG00000176593,ZNF606-AS1
