X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ENSG_clean,SYMBOL
ENSG00000107960.12,188.4892029,-0.888580898,0.463542615,-1.916934644,0.055246235,0.321935695,ENSG00000107960,STN1
ENSG00000137834.15,167.237958,-0.926626592,0.483491006,-1.916533258,0.055297254,0.322092918,ENSG00000137834,SMAD6
ENSG00000108848.16,104.888113,-0.998493727,0.521126892,-1.916028021,0.055361529,0.322258593,ENSG00000108848,LUC7L3
ENSG00000171155.8,22.4069271,-1.483749683,0.774450903,-1.915873139,0.055381245,0.322278633,ENSG00000171155,C1GALT1C1
ENSG00000067225.21,230.9017403,-1.007295857,0.526055509,-1.914809064,0.055516858,0.322822518,ENSG00000067225,PKM
ENSG00000065000.20,106.7203789,1.053908427,0.550811627,1.913373603,0.055700241,0.323181507,ENSG00000065000,AP3D1
ENSG00000019485.14,251.9989351,0.915197022,0.478629727,1.912119059,0.055860925,0.323613161,ENSG00000019485,PRDM11
ENSG00000126653.18,102.0880595,-0.917644172,0.479866583,-1.912290216,0.05583898,0.323613161,ENSG00000126653,NSRP1
ENSG00000177380.14,112.0868059,-1.051790577,0.55037953,-1.91102779,0.05600101,0.324122118,ENSG00000177380,PPFIA3
ENSG00000078687.18,102.4583317,0.922503012,0.482764055,1.910877584,0.056020314,0.324164862,ENSG00000078687,TNRC6C
ENSG00000048405.11,90.07280128,-1.013991087,0.530940363,-1.909802228,0.056158682,0.324442243,ENSG00000048405,ZNF800
ENSG00000106952.8,58.78128834,-1.04490321,0.547268402,-1.909306669,0.056222543,0.324636924,ENSG00000106952,TNFSF8
ENSG00000125753.15,67.76388486,-1.184416747,0.620426197,-1.909037291,0.056257281,0.32477943,ENSG00000125753,VASP
ENSG00000196504.21,102.0496303,-1.051713729,0.55118229,-1.908105081,0.056377636,0.325106335,ENSG00000196504,PRPF40A
ENSG00000168958.21,52.3682836,-1.131644166,0.59305501,-1.908160535,0.056370471,0.325106335,ENSG00000168958,MFF
ENSG00000236849.6,18.07688711,-1.565895866,0.820774665,-1.907826754,0.056413612,0.325216766,ENSG00000236849,LINC01474
ENSG00000161960.16,43.72926034,-1.262068007,0.661672562,-1.907390574,0.056470029,0.325483893,ENSG00000161960,EIF4A1
ENSG00000165819.12,65.80523394,-1.043310487,0.547384679,-1.905991393,0.056651322,0.326179484,ENSG00000165819,METTL3
ENSG00000163811.12,58.0463897,-1.078083936,0.566060739,-1.904537554,0.056840211,0.326305211,ENSG00000163811,WDR43
ENSG00000170190.16,61.0642762,-1.215503638,0.638308514,-1.904257286,0.056876684,0.326313301,ENSG00000170190,SLC16A5
ENSG00000164808.17,117.2196381,-0.891989199,0.468601925,-1.903511599,0.056973822,0.326638446,ENSG00000164808,SPIDR
ENSG00000100612.14,36.12248432,-1.204359959,0.632768098,-1.903319655,0.056998848,0.326679718,ENSG00000100612,DHRS7
ENSG00000133216.17,147.7189331,0.971325796,0.510760491,1.901724609,0.057207167,0.327452971,ENSG00000133216,EPHB2
ENSG00000170469.11,27.87951975,-1.512608989,0.795553978,-1.90132792,0.057259074,0.327632788,ENSG00000170469,SPATA24
ENSG00000050405.14,142.8123432,-0.903366258,0.475430062,-1.900103362,0.057419557,0.328146163,ENSG00000050405,LIMA1
ENSG00000187109.15,203.2510358,-0.909641672,0.478936557,-1.899294717,0.057525737,0.328403205,ENSG00000187109,NAP1L1
ENSG00000100664.11,115.0133535,-0.932381674,0.490872389,-1.899438011,0.05750691,0.328403205,ENSG00000100664,EIF5
ENSG00000221866.10,246.2719248,0.862568696,0.454226601,1.898983226,0.057566682,0.328462728,ENSG00000221866,PLXNA4
ENSG00000171723.16,99.45399028,-0.93900371,0.494559297,-1.898667594,0.057608195,0.328549567,ENSG00000171723,GPHN
ENSG00000185038.15,70.36268615,0.996550692,0.525024467,1.898103333,0.057682471,0.328740349,ENSG00000185038,MROH2A
ENSG00000162337.12,94.5511463,1.075325676,0.566547447,1.898032869,0.057691752,0.328740349,ENSG00000162337,LRP5
ENSG00000204991.11,69.8362227,0.998058627,0.52585647,1.89796776,0.057700329,0.328740349,ENSG00000204991,SPIRE2
ENSG00000124207.17,73.74392617,-0.984585817,0.518793861,-1.897836292,0.057717651,0.328743205,ENSG00000124207,CSE1L
ENSG00000156802.13,100.0414435,-1.003193807,0.528656158,-1.897630041,0.057744834,0.328840027,ENSG00000156802,ATAD2
ENSG00000179988.15,86.03923598,-0.970028213,0.511384058,-1.896868307,0.057845321,0.329238071,ENSG00000179988,PSTK
ENSG00000167468.20,26.23670417,-1.572392874,0.829036015,-1.896652069,0.057873874,0.329342528,ENSG00000167468,GPX4
ENSG00000115053.17,104.2167347,-0.931869947,0.49168666,-1.895251637,0.058059072,0.329649107,ENSG00000115053,NCL
ENSG00000166508.19,70.47558774,-1.131221085,0.596827133,-1.895391515,0.058040552,0.329649107,ENSG00000166508,MCM7
ENSG00000138152.10,51.86280948,-1.064165866,0.56156843,-1.894988765,0.05809389,0.329649107,ENSG00000138152,BTBD16
ENSG00000047457.14,93.07394032,-0.99687818,0.526100921,-1.894842114,0.058113322,0.329659356,ENSG00000047457,CP
ENSG00000079785.16,120.4187405,-0.925414771,0.488414985,-1.894730504,0.058128114,0.329685347,ENSG00000079785,DDX1
ENSG00000096384.20,54.29604138,-1.147932446,0.606416095,-1.892978196,0.058360769,0.330308654,ENSG00000096384,HSP90AB1
ENSG00000001626.18,353.0276564,-0.901546573,0.476879314,-1.890513064,0.058689375,0.331239509,ENSG00000001626,CFTR
ENSG00000079462.8,29.54903475,-1.410939928,0.746704959,-1.889554785,0.058817529,0.331846794,ENSG00000079462,PAFAH1B3
ENSG00000158089.15,51.99009776,1.04176058,0.551443653,1.889151458,0.058871537,0.331919514,ENSG00000158089,GALNT14
ENSG00000228221.6,103.2284179,-0.902954972,0.478648177,-1.886469052,0.059231775,0.333078158,ENSG00000228221,LINC00578
ENSG00000205138.4,18.4005963,-1.614714836,0.856661074,-1.884893437,0.059444226,0.333749718,ENSG00000205138,SDHAF1
ENSG00000266472.6,26.98351485,-1.40146301,0.743671631,-1.884518584,0.059494864,0.333917895,ENSG00000266472,MRPS21
ENSG00000267040.8,28.75147769,-1.264626322,0.671401062,-1.883563183,0.059624086,0.334468747,ENSG00000267040,ATP8B1-AS1
ENSG00000107669.19,211.5952829,-0.844861168,0.448662004,-1.883068234,0.059691121,0.334786628,ENSG00000107669,ATE1
ENSG00000122873.12,50.84306833,-1.086219404,0.578299519,-1.878298993,0.060340274,0.337022508,ENSG00000122873,CISD1
ENSG00000157653.12,29.2401523,-1.275503365,0.67962314,-1.876780364,0.060548203,0.337353287,ENSG00000157653,C9orf43
ENSG00000109919.10,87.39210708,-0.986491526,0.525768353,-1.876285479,0.06061609,0.337353287,ENSG00000109919,MTCH2
ENSG00000138696.11,95.73988398,-0.944283159,0.503322905,-1.876098125,0.060641807,0.337364457,ENSG00000138696,BMPR1B
ENSG00000240891.8,134.7248338,-0.87539041,0.467574715,-1.872193644,0.061179818,0.338897778,ENSG00000240891,PLCXD2
ENSG00000115368.10,77.86155564,-1.001615879,0.535278012,-1.871206844,0.061316417,0.339275065,ENSG00000115368,WDR75
ENSG00000147854.17,96.25172962,-1.069901677,0.571923315,-1.870708273,0.061385527,0.339563855,ENSG00000147854,UHRF2
ENSG00000064042.18,179.9712481,-0.846713885,0.452766779,-1.870088364,0.061471548,0.339591061,ENSG00000064042,LIMCH1
ENSG00000147642.17,92.92485523,-0.924481063,0.494302506,-1.870273875,0.061445796,0.339591061,ENSG00000147642,SYBU
ENSG00000120616.16,85.48328726,-1.044535159,0.558530849,-1.870147658,0.061463316,0.339591061,ENSG00000120616,EPC1
ENSG00000253716.8,48.56433453,-1.168174146,0.62571181,-1.866952369,0.06190824,0.340827818,ENSG00000253716,MINCR
ENSG00000130876.11,25.66435726,1.333136133,0.714991799,1.864547448,0.062244865,0.341458451,ENSG00000130876,SLC7A10
ENSG00000144579.9,85.96003715,-1.099133075,0.589733032,-1.863780754,0.0623525,0.341758591,ENSG00000144579,CTDSP1
ENSG00000168883.20,72.44340033,-0.996312771,0.535177712,-1.861648472,0.062652656,0.342415642,ENSG00000168883,USP39
ENSG00000187257.16,76.15467765,-0.982702886,0.528264783,-1.860246827,0.062850613,0.343199382,ENSG00000187257,RSBN1L
ENSG00000205339.10,110.0323344,-1.113530975,0.599040646,-1.858857129,0.063047392,0.343856217,ENSG00000205339,IPO7
ENSG00000163516.14,123.562461,-0.896174996,0.482569024,-1.857091837,0.063298089,0.344528774,ENSG00000163516,ANKZF1
ENSG00000284930.1,14.59865232,-1.609518629,0.866982467,-1.856460414,0.06338796,0.344858274,ENSG00000284930,LOC101928143
ENSG00000108298.12,57.18347538,-1.038985199,0.55997969,-1.855398001,0.063539413,0.34521691,ENSG00000108298,RPL19
ENSG00000186766.8,23.87520318,1.398305856,0.754686822,1.852829301,0.063906829,0.34593254,ENSG00000186766,FOXI2
ENSG00000133104.14,86.09747917,-0.952850917,0.514788734,-1.850955264,0.064175989,0.346982337,ENSG00000133104,SPART
ENSG00000158528.12,175.5234129,-0.866629464,0.469010197,-1.847783842,0.064633619,0.348422114,ENSG00000158528,PPP1R9A
ENSG00000011260.14,27.76690524,-1.287399157,0.69676172,-1.847689273,0.064647307,0.348422114,ENSG00000011260,UTP18
ENSG00000165115.15,34.61009322,-1.234919213,0.668424958,-1.847506139,0.064673819,0.348448682,ENSG00000165115,KIF27
ENSG00000187164.20,91.23039519,-0.918703566,0.497911475,-1.845114266,0.065020918,0.349618724,ENSG00000187164,SHTN1
ENSG00000134308.14,37.65893507,-1.352896089,0.734648101,-1.84155664,0.065540028,0.351155196,ENSG00000134308,YWHAQ
ENSG00000213316.10,16.92114026,-1.621136354,0.880506057,-1.841141626,0.065600807,0.351216126,ENSG00000213316,LTC4S
ENSG00000133706.20,249.6574599,-0.854809224,0.464347378,-1.840883066,0.065638697,0.351320696,ENSG00000133706,LARS1
ENSG00000127947.16,72.21692986,-1.003956424,0.545571188,-1.840193263,0.065739869,0.351552604,ENSG00000127947,PTPN12
ENSG00000168546.11,63.87111033,0.97829285,0.532074913,1.838637427,0.065968532,0.351764186,ENSG00000168546,GFRA2
ENSG00000105404.11,27.00244578,-1.402960434,0.76289109,-1.839004875,0.065914469,0.351764186,ENSG00000105404,RABAC1
ENSG00000204316.13,29.34160437,-1.432138224,0.779058908,-1.838292599,0.066019301,0.351823273,ENSG00000204316,MRPL38
ENSG00000182197.13,145.6978845,-0.872501207,0.474839811,-1.837464311,0.06614138,0.35212515,ENSG00000182197,EXT1
ENSG00000100902.11,66.4919379,-1.057871305,0.575723189,-1.837465167,0.066141254,0.35212515,ENSG00000100902,PSMA6
ENSG00000243678.12,31.4010351,-1.237886729,0.674117242,-1.83630777,0.066312151,0.352612979,ENSG00000243678,NME2
ENSG00000234690.7,75.84020129,-0.961809833,0.525310048,-1.830937436,0.067109882,0.354591879,ENSG00000234690,EPCAM-DT
ENSG00000005884.18,151.095256,-0.929865922,0.507939631,-1.830662278,0.067150967,0.354634865,ENSG00000005884,ITGA3
ENSG00000175701.11,28.94746827,-1.230001855,0.673009949,-1.827613184,0.067607626,0.355650346,ENSG00000175701,MTLN
ENSG00000197226.13,119.345754,0.970451175,0.530952946,1.827753631,0.067586535,0.355650346,ENSG00000197226,TBC1D9B
ENSG00000171435.15,194.8445693,0.864346765,0.47295641,1.827540015,0.067618615,0.355650346,ENSG00000171435,KSR2
ENSG00000196526.11,87.9913992,-0.916101075,0.501350639,-1.827266197,0.067659755,0.355693894,ENSG00000196526,AFAP1
ENSG00000138801.9,42.76119597,-1.081943401,0.592332725,-1.826580494,0.067762868,0.356010196,ENSG00000138801,PAPSS1
ENSG00000173588.16,94.43134146,-0.99808172,0.546690674,-1.825679068,0.067898618,0.356310495,ENSG00000173588,CEP83
ENSG00000176155.21,134.8669334,0.949848776,0.520234036,1.825810522,0.067878808,0.356310495,ENSG00000176155,CCDC57
ENSG00000197808.14,36.20722336,1.208327354,0.661997558,1.825274639,0.067959595,0.356514601,ENSG00000197808,ZNF461
ENSG00000160789.24,132.0620765,-0.959993643,0.526027838,-1.824986387,0.068003084,0.35656417,ENSG00000160789,LMNA
ENSG00000162105.21,260.019868,0.803123427,0.440120049,1.824782644,0.068033836,0.35656417,ENSG00000162105,SHANK2
ENSG00000149313.11,38.0888269,-1.162985379,0.637466374,-1.824387021,0.068093583,0.356638069,ENSG00000149313,AASDHPPT
ENSG00000109686.20,98.9279724,-0.934936143,0.512816796,-1.823138693,0.068282388,0.357282032,ENSG00000109686,SH3D19
ENSG00000213782.7,55.11276602,-0.999946044,0.549468143,-1.819843527,0.068782837,0.358387772,ENSG00000213782,DDX47
ENSG00000102241.12,35.0901697,-1.142719196,0.627826841,-1.820118418,0.068740973,0.358387772,ENSG00000102241,HTATSF1
ENSG00000251191.8,36.92515604,-1.152191853,0.633911443,-1.817591188,0.069126639,0.358496132,ENSG00000251191,LINC00589
ENSG00000107679.15,164.3260513,-0.987544754,0.543118146,-1.818287166,0.069020253,0.358496132,ENSG00000107679,PLEKHA1
ENSG00000041357.16,155.1376498,-0.830831996,0.456686323,-1.819261829,0.068871494,0.358496132,ENSG00000041357,PSMA4
ENSG00000133030.22,253.1467562,0.809719853,0.445302108,1.8183607,0.069009021,0.358496132,ENSG00000133030,MPRIP
ENSG00000018408.15,102.4620148,-0.889120901,0.489515431,-1.816328646,0.069319973,0.358985184,ENSG00000018408,WWTR1
ENSG00000132432.14,26.63325473,-1.260525747,0.694786117,-1.814264441,0.069637023,0.359876735,ENSG00000132432,SEC61G
ENSG00000177565.19,154.5060008,-0.940685087,0.518550228,-1.814067444,0.069667343,0.359880025,ENSG00000177565,TBL1XR1
ENSG00000086189.11,96.90857433,-0.91409738,0.504468825,-1.811999741,0.069986237,0.360411559,ENSG00000086189,DIMT1
ENSG00000121892.15,157.854072,-0.909692458,0.502143338,-1.811619093,0.070045073,0.360542859,ENSG00000121892,PDS5A
ENSG00000141522.12,16.63770877,-1.729159427,0.955628195,-1.809447895,0.070381448,0.361229779,ENSG00000141522,ARHGDIA
ENSG00000150938.10,99.51843541,-0.871769896,0.482066509,-1.808401705,0.070544003,0.361276657,ENSG00000150938,CRIM1
ENSG00000113649.14,111.4322454,-0.916851155,0.506985653,-1.808436096,0.070538654,0.361276657,ENSG00000113649,TCERG1
ENSG00000253633.2,32.80902008,-1.208074771,0.667902749,-1.808758496,0.070488531,0.361276657,ENSG00000253633,LINC03047
ENSG00000106591.4,40.11558724,-1.111668558,0.615290289,-1.806738346,0.070803086,0.361639512,ENSG00000106591,MRPL32
ENSG00000141503.17,116.4032352,1.023777181,0.56662224,1.806807266,0.070792335,0.361639512,ENSG00000141503,MINK1
ENSG00000160131.14,28.94251479,-1.1973323,0.662871769,-1.806280424,0.070874548,0.361755972,ENSG00000160131,VMA21
ENSG00000197045.14,82.00490397,-1.076823778,0.596488694,-1.80527106,0.071032276,0.362103119,ENSG00000197045,GMFB
ENSG00000099985.4,25.61253543,-1.284242598,0.711505876,-1.804964149,0.071080292,0.362267622,ENSG00000099985,OSM
ENSG00000127955.17,299.9645987,-0.850230661,0.471528926,-1.803135745,0.071366899,0.363178217,ENSG00000127955,GNAI1
ENSG00000085733.16,103.1401913,0.901787121,0.500363911,1.802262514,0.071504113,0.363613089,ENSG00000085733,CTTN
ENSG00000258667.3,54.17884026,-1.134031704,0.629445579,-1.801635823,0.071602721,0.363976742,ENSG00000258667,HIF1A-AS3
ENSG00000262454.4,78.34240836,-0.915793861,0.508386473,-1.801373381,0.071644049,0.3640149,ENSG00000262454,MIR193BHG
ENSG00000266088.6,25.54430281,-1.258281004,0.698687633,-1.800920675,0.071715384,0.364197468,ENSG00000266088,LOC105371773
ENSG00000196141.14,183.3787252,-0.792950739,0.440653498,-1.799488128,0.0719415,0.364722735,ENSG00000196141,SPATS2L
ENSG00000154803.13,127.9017375,0.894123668,0.497375564,1.797683146,0.072227234,0.365884084,ENSG00000154803,FLCN
ENSG00000174307.7,47.11575515,-1.233479284,0.686320951,-1.797233905,0.072298494,0.36594955,ENSG00000174307,PHLDA3
ENSG00000134824.14,159.86566,0.898690839,0.500267234,1.796421547,0.0724275,0.366151798,ENSG00000134824,FADS2
ENSG00000104408.11,398.8632281,-0.844555497,0.470624631,-1.794541639,0.072726759,0.366803235,ENSG00000104408,EIF3E
ENSG00000119938.9,42.68738213,-1.049434974,0.584969312,-1.794000049,0.072813161,0.366960274,ENSG00000119938,PPP1R3C
ENSG00000241525.4,35.14267047,-1.28014576,0.713635254,-1.793837612,0.072839092,0.367025816,ENSG00000241525,LOC105371430
ENSG00000188770.10,21.41430777,1.333288737,0.743511347,1.793232534,0.07293575,0.367178389,ENSG00000188770,OPTC
ENSG00000139668.9,189.7158381,-0.82835356,0.461930226,-1.7932439,0.072933933,0.367178389,ENSG00000139668,WDFY2
ENSG00000250802.7,209.7404314,-0.875230024,0.488164158,-1.792901035,0.07298875,0.367266464,ENSG00000250802,ZBED3-AS1
ENSG00000105849.6,51.36125738,-1.025617151,0.572289127,-1.792131114,0.073111966,0.367769477,ENSG00000105849,POLR1F
ENSG00000171804.11,97.09990049,0.905451371,0.505353242,1.791719723,0.073177874,0.36792905,ENSG00000171804,WDR87
ENSG00000111652.10,85.46480317,-1.084492595,0.605729047,-1.790392256,0.073390874,0.368150909,ENSG00000111652,COPS7A
ENSG00000174136.13,42.725244,-1.053251989,0.588522865,-1.789653471,0.073509637,0.368205703,ENSG00000174136,RGMB
ENSG00000148824.19,28.89274088,-1.262122847,0.705304672,-1.789471837,0.073538859,0.368205703,ENSG00000148824,MTG1
ENSG00000236790.7,293.8004241,0.77020685,0.430550441,1.788888772,0.07363273,0.36838042,ENSG00000236790,LINC00299
ENSG00000164889.15,126.6136133,-1.009236029,0.564432893,-1.788053181,0.073767428,0.368856744,ENSG00000164889,SLC4A2
ENSG00000128973.13,93.41263644,0.927122358,0.518594653,1.787759192,0.073814867,0.368856744,ENSG00000128973,CLN6
ENSG00000160602.14,76.58982834,-1.080587073,0.60505852,-1.785921588,0.074111955,0.369841327,ENSG00000160602,NEK8
ENSG00000198948.12,129.2585986,-0.823788338,0.462184243,-1.78238084,0.074687148,0.371335729,ENSG00000198948,MFAP3L
ENSG00000225921.7,27.77693402,-1.227988002,0.68906089,-1.782118271,0.074729947,0.371335729,ENSG00000225921,NOL7
ENSG00000117983.17,87.02776881,1.024959563,0.57521539,1.781870897,0.074770287,0.371335729,ENSG00000117983,MUC5B
ENSG00000187193.9,18.45723359,-1.490021196,0.836664673,-1.780906072,0.074927796,0.371634965,ENSG00000187193,MT1X
ENSG00000123505.19,115.4257914,-0.858201532,0.482254323,-1.779562133,0.075147648,0.372496531,ENSG00000123505,AMD1
ENSG00000168994.14,22.45875596,1.298875572,0.730445162,1.77819724,0.075371466,0.372674741,ENSG00000168994,PXDC1
ENSG00000167646.14,43.85857781,-1.176594776,0.661753293,-1.777996103,0.075404495,0.372711832,ENSG00000167646,DNAAF3
ENSG00000114503.11,77.21297443,-0.914318142,0.51432775,-1.777695529,0.075453874,0.372812571,ENSG00000114503,NCBP2
ENSG00000115355.18,377.6207267,-0.889816083,0.500777339,-1.776869708,0.075589679,0.373140981,ENSG00000115355,CCDC88A
ENSG00000172809.13,49.98543122,-1.086275418,0.611757583,-1.775663184,0.075788449,0.373641671,ENSG00000172809,RPL38
ENSG00000172292.15,43.31377748,-1.080886895,0.609424882,-1.773617924,0.076126371,0.374545655,ENSG00000172292,CERS6
ENSG00000068796.19,104.7784761,-1.003494781,0.565895547,-1.773286228,0.07618129,0.374686621,ENSG00000068796,KIF2A
ENSG00000138050.15,44.92057507,-1.135835239,0.641013418,-1.77193676,0.076405055,0.375361486,ENSG00000138050,THUMPD2
ENSG00000137075.18,67.91220494,-0.938171822,0.529822751,-1.770727703,0.076605993,0.375742289,ENSG00000137075,RNF38
ENSG00000245213.7,100.9850406,-0.85571831,0.483671791,-1.769212772,0.076858374,0.376468451,ENSG00000245213,GALNT7-DT
ENSG00000075856.12,120.4381899,-0.847799884,0.479792959,-1.767011932,0.07722623,0.377640125,ENSG00000075856,SART3
ENSG00000126457.22,76.47455434,-1.058410361,0.599535129,-1.765385061,0.077499072,0.378140485,ENSG00000126457,PRMT1
ENSG00000164880.16,98.40115935,1.058189518,0.600312063,1.76273239,0.077945635,0.37914833,ENSG00000164880,INTS1
ENSG00000149948.14,167.0446625,-0.839038739,0.476018797,-1.762616821,0.077965138,0.379186074,ENSG00000149948,HMGA2
ENSG00000143321.19,52.11793566,-1.053263356,0.598084137,-1.761062183,0.078227879,0.37989171,ENSG00000143321,HDGF
ENSG00000237471.2,28.02187589,-1.177469135,0.669184541,-1.759558184,0.078482747,0.38061421,ENSG00000237471,LOC102723446
ENSG00000087470.21,140.9442835,-0.88984251,0.505743701,-1.759473244,0.078497161,0.380626946,ENSG00000087470,DNM1L
ENSG00000137871.21,152.3468897,-0.9176713,0.52189901,-1.758331175,0.078691176,0.381167025,ENSG00000137871,ZNF280D
ENSG00000164989.17,133.6061122,-0.873311005,0.497436738,-1.755622252,0.07915293,0.382371179,ENSG00000164989,CCDC171
ENSG00000163870.16,98.40368489,-1.104242059,0.629251359,-1.754850496,0.079284884,0.382836789,ENSG00000163870,TPRA1
ENSG00000164346.10,26.00846527,-1.236231771,0.70471683,-1.754224844,0.079391988,0.382953077,ENSG00000164346,NSA2
ENSG00000113739.11,93.54599762,-0.975126975,0.555858515,-1.754271901,0.079383928,0.382953077,ENSG00000113739,STC2
ENSG00000138594.14,204.9410792,-0.76578711,0.436600929,-1.753974988,0.079434793,0.383045106,ENSG00000138594,TMOD3
ENSG00000128641.19,173.0078884,-0.834209132,0.4770447,-1.748702232,0.080342504,0.384765819,ENSG00000128641,MYO1B
ENSG00000128585.18,176.1639947,-0.926213918,0.529586548,-1.748937773,0.080301776,0.384765819,ENSG00000128585,MKLN1
ENSG00000152778.10,60.02645202,-0.947281341,0.541443407,-1.749548204,0.080196304,0.384765819,ENSG00000152778,IFIT5
ENSG00000187049.11,39.61159718,-1.120453314,0.640314314,-1.749848925,0.080144386,0.384765819,ENSG00000187049,TMEM216
ENSG00000127870.17,46.06208674,-1.013530775,0.579509048,-1.748947284,0.080300132,0.384765819,ENSG00000127870,RNF6
ENSG00000248905.10,419.7398091,-0.753172888,0.430620291,-1.749041796,0.080283795,0.384765819,ENSG00000248905,FMN1
ENSG00000212978.6,44.14918939,-1.040227123,0.59507314,-1.748065998,0.0804526,0.384875868,ENSG00000212978,C2orf74-DT
ENSG00000133740.11,51.6854388,-0.998956467,0.571524816,-1.747879426,0.080484908,0.384947,ENSG00000133740,E2F5
ENSG00000127804.13,213.6428492,-0.861958982,0.493234342,-1.747564817,0.080539412,0.385150633,ENSG00000127804,METTL16
ENSG00000141378.15,53.39507597,-0.963843446,0.552002821,-1.746084275,0.080796309,0.385802644,ENSG00000141378,PTRH2
ENSG00000196704.14,59.77467343,-0.959083561,0.549256224,-1.746149647,0.080784952,0.385802644,ENSG00000196704,AMZ2
ENSG00000137821.12,214.688085,-0.760880812,0.436743734,-1.742167668,0.08147911,0.387235645,ENSG00000137821,LRRC49
ENSG00000163755.9,69.98846183,-0.906386395,0.520378716,-1.741782219,0.081546559,0.387345616,ENSG00000163755,HPS3
ENSG00000133027.18,22.84890969,1.264788223,0.726324872,1.741353315,0.081621666,0.387447171,ENSG00000133027,PEMT
ENSG00000114956.20,31.57231864,-1.220783567,0.701374543,-1.740558706,0.081760961,0.387788209,ENSG00000114956,DGUOK
ENSG00000196639.7,91.93288432,-0.872974168,0.501811343,-1.739646146,0.081921171,0.387929713,ENSG00000196639,HRH1
ENSG00000011198.10,102.016268,-0.872622672,0.501506931,-1.74000122,0.081858804,0.387929713,ENSG00000011198,ABHD5
ENSG00000006453.14,55.67032766,-1.001654412,0.575657444,-1.740018168,0.081855828,0.387929713,ENSG00000006453,BAIAP2L1
ENSG00000138614.16,108.4556217,-0.827466674,0.47572019,-1.739397848,0.081964807,0.388001999,ENSG00000138614,INTS14
ENSG00000119953.14,84.17919546,-0.939340932,0.540142371,-1.739061741,0.082023903,0.388054185,ENSG00000119953,SMNDC1
ENSG00000221823.11,26.88729362,-1.220996495,0.702168013,-1.738895067,0.082053222,0.388124757,ENSG00000221823,PPP3R1
ENSG00000163902.12,68.82913317,-0.979269847,0.564006385,-1.736274397,0.082515328,0.389011159,ENSG00000163902,RPN1
ENSG00000089351.15,68.8845193,0.977639783,0.563670393,1.73441748,0.082844036,0.389650557,ENSG00000089351,GRAMD1A
ENSG00000156052.11,47.97179203,-1.029712299,0.593780169,-1.734164179,0.082888957,0.389721861,ENSG00000156052,GNAQ
ENSG00000230561.7,34.15376526,-1.081962348,0.624178823,-1.733417266,0.083021531,0.389746224,ENSG00000230561,CCDC192
ENSG00000253603.1,18.58088557,-3.426732766,1.9775534,-1.732814277,0.083128684,0.389912449,ENSG00000253603,CERNA3
ENSG00000132541.11,22.73907187,-1.282722916,0.740494374,-1.732252074,0.083228691,0.390095979,ENSG00000132541,RIDA
ENSG00000106049.9,38.25268532,-1.047271174,0.604605003,-1.732157639,0.083245499,0.39011813,ENSG00000106049,HIBADH
ENSG00000132965.10,27.73336909,-1.315719668,0.759744534,-1.731792213,0.083310565,0.390366396,ENSG00000132965,ALOX5AP
ENSG00000175556.17,54.59601465,-1.076774571,0.622010117,-1.731120673,0.083430244,0.390669118,ENSG00000175556,LONRF3
ENSG00000198435.4,25.38285318,-1.26742632,0.732337926,-1.730657768,0.083512822,0.390746888,ENSG00000198435,NRARP
ENSG00000125630.16,135.7730947,-0.807280516,0.466573218,-1.730233296,0.083588602,0.390931686,ENSG00000125630,POLR1B
ENSG00000166716.10,123.4816937,0.844820886,0.488570324,1.729169463,0.08377877,0.39129931,ENSG00000166716,ZNF592
ENSG00000046647.14,41.01400093,-1.087245863,0.628787232,-1.729115681,0.083788393,0.39129931,ENSG00000046647,GEMIN8
ENSG00000158290.19,256.4550554,-0.761356274,0.440628177,-1.727888303,0.084008252,0.391872644,ENSG00000158290,CUL4B
ENSG00000150687.12,134.6355247,-0.810932497,0.469967043,-1.725509285,0.084435732,0.392618858,ENSG00000150687,PRSS23
ENSG00000011304.22,123.3784905,-1.054948082,0.611658875,-1.72473273,0.08457565,0.393099634,ENSG00000011304,PTBP1
ENSG00000020922.13,118.2752881,-0.856446702,0.496850897,-1.723749936,0.084752996,0.393564258,ENSG00000020922,MRE11
ENSG00000130382.9,44.94918129,1.167309654,0.677407652,1.723201164,0.084852153,0.393648158,ENSG00000130382,MLLT1
ENSG00000184500.16,65.01169156,-0.926834696,0.538742053,-1.720368201,0.085365533,0.394668916,ENSG00000184500,PROS1
ENSG00000254689.3,53.50468627,-0.969935936,0.564259211,-1.718954546,0.085622649,0.395348164,ENSG00000254689,LINC02235
ENSG00000170348.9,60.85180848,-0.956480766,0.556784855,-1.717864193,0.085821389,0.395699963,ENSG00000170348,TMED10
ENSG00000143612.21,50.69800496,-0.99558534,0.580335157,-1.715535115,0.086247163,0.396926262,ENSG00000143612,C1orf43
ENSG00000197747.9,23.6855051,-1.297153017,0.75666313,-1.714307155,0.08647233,0.397598046,ENSG00000197747,S100A10
ENSG00000152439.13,47.10312525,0.980218722,0.571747233,1.7144267,0.086450388,0.397598046,ENSG00000152439,ZNF773
ENSG00000107263.19,119.8718151,0.844534516,0.492905246,1.713381067,0.086642457,0.397984679,ENSG00000107263,RAPGEF1
ENSG00000105185.12,27.49236887,-1.162731075,0.67901645,-1.712375416,0.086827507,0.398178293,ENSG00000105185,PDCD5
ENSG00000136942.15,32.34223749,-1.251972939,0.731707672,-1.711028853,0.087075787,0.398920272,ENSG00000136942,RPL35
