X,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ENSG_clean,SYMBOL
ENSG00000135829.17,89.94292386,-0.715168415,0.523232147,-1.366828126,0.171679185,0.530007572,ENSG00000135829,DHX9
ENSG00000247498.11,72.95094166,-0.70592817,0.516457356,-1.366866329,0.171667208,0.530007572,ENSG00000247498,GPRC5D-AS1
ENSG00000156398.13,124.9899169,-0.641876744,0.469862994,-1.36609342,0.171909643,0.530465451,ENSG00000156398,SFXN2
ENSG00000214941.8,51.91872249,-0.791200436,0.579361122,-1.365642957,0.172051057,0.530698946,ENSG00000214941,ZSWIM7
ENSG00000102760.13,17.17282934,-1.152436446,0.845546329,-1.362948909,0.172898613,0.532562879,ENSG00000102760,RGCC
ENSG00000260942.1,53.64999081,-0.887332648,0.651703003,-1.361559857,0.173336831,0.533340284,ENSG00000260942,CAPN10-DT
ENSG00000130741.11,38.14029234,-0.842505619,0.619495621,-1.3599864,0.173834228,0.534107278,ENSG00000130741,EIF2S3
ENSG00000162980.17,61.02206372,-0.778309857,0.57239766,-1.359736267,0.173913397,0.534248852,ENSG00000162980,ARL5A
ENSG00000241852.11,30.87299807,-0.946341852,0.696032844,-1.359622409,0.173949443,0.534308749,ENSG00000241852,C8orf58
ENSG00000055332.19,120.5428289,-0.685424252,0.504972381,-1.35734998,0.174670034,0.535383205,ENSG00000055332,EIF2AK2
ENSG00000113532.13,78.75113885,-0.803586489,0.592217987,-1.356909965,0.17480982,0.535383205,ENSG00000113532,ST8SIA4
ENSG00000105810.10,160.7268815,-0.622658927,0.458607289,-1.357717031,0.17455349,0.535383205,ENSG00000105810,CDK6
ENSG00000072134.16,113.5497895,0.655638325,0.483050212,1.357288143,0.174689673,0.535383205,ENSG00000072134,EPN2
ENSG00000108641.20,174.8784401,-0.742477626,0.547179116,-1.356918792,0.174807015,0.535383205,ENSG00000108641,B9D1
ENSG00000105707.15,29.41508966,0.922114554,0.679610863,1.356827274,0.174836099,0.535383205,ENSG00000105707,HPN
ENSG00000101224.18,41.2392946,-0.902777445,0.665281939,-1.356984748,0.174786057,0.535383205,ENSG00000101224,CDC25B
ENSG00000177706.9,38.21091625,0.922665795,0.680645355,1.355574952,0.175234446,0.53579674,ENSG00000177706,FAM20C
ENSG00000076641.4,130.8937857,-0.655568962,0.484445149,-1.353236715,0.175980019,0.53676732,ENSG00000076641,PAG1
ENSG00000169499.15,72.62020088,-0.707344681,0.522909417,-1.352709777,0.176148366,0.537128585,ENSG00000169499,PLEKHA2
ENSG00000126456.16,42.9915256,-0.933082557,0.689928297,-1.352434102,0.176236486,0.537245082,ENSG00000126456,IRF3
ENSG00000099875.16,69.86969869,-0.876963749,0.64881216,-1.351645057,0.176488889,0.537709921,ENSG00000099875,MKNK2
ENSG00000091428.18,102.1963894,-0.678912467,0.502636443,-1.350702833,0.176790645,0.537997392,ENSG00000091428,RAPGEF4
ENSG00000050820.17,113.3761584,-0.825959804,0.61323202,-1.34689608,0.178013704,0.539713907,ENSG00000050820,BCAR1
ENSG00000176390.12,66.91523983,-0.699276056,0.519184182,-1.346874733,0.17802058,0.539713907,ENSG00000176390,CRLF3
ENSG00000223891.7,174.1199095,-0.606674146,0.450562255,-1.346482398,0.178146993,0.540010164,ENSG00000223891,OSER1-DT
ENSG00000120318.16,84.66488657,0.720721987,0.535392951,1.346155167,0.17825248,0.540036169,ENSG00000120318,ARAP3
ENSG00000198042.11,53.07926729,-0.763416239,0.567872278,-1.344344966,0.178836861,0.540629474,ENSG00000198042,MAK16
ENSG00000083223.18,58.32066697,-0.782266837,0.581733747,-1.344716275,0.178716877,0.540629474,ENSG00000083223,TUT7
ENSG00000119285.11,100.7052162,-0.670511151,0.498934389,-1.343886423,0.178985117,0.540752535,ENSG00000119285,HEATR1
ENSG00000197122.13,108.4283958,0.693575232,0.516067124,1.343963216,0.178960282,0.540752535,ENSG00000197122,SRC
ENSG00000116679.16,86.93132316,-0.723548482,0.538806407,-1.342872824,0.179313157,0.541146423,ENSG00000116679,IVNS1ABP
ENSG00000205189.13,95.23623592,-0.739298239,0.551483736,-1.340562179,0.180062644,0.541926268,ENSG00000205189,ZBTB10
ENSG00000140538.17,444.8458843,0.565318228,0.422418188,1.338290453,0.180801773,0.542758315,ENSG00000140538,NTRK3
ENSG00000141956.14,142.4893664,0.669822102,0.501173215,1.336508182,0.181383228,0.54354367,ENSG00000141956,PRDM15
ENSG00000118407.15,64.83268129,-0.792879391,0.593616247,-1.335676703,0.181654967,0.543702006,ENSG00000118407,FILIP1
ENSG00000145391.14,173.5472273,-0.595541988,0.446046433,-1.335156934,0.181824989,0.543938872,ENSG00000145391,SETD7
ENSG00000147202.19,77.86976582,-0.745635271,0.558592925,-1.334845534,0.181926907,0.54411244,ENSG00000147202,DIAPH2
ENSG00000197965.12,103.3550777,-0.662075331,0.49617571,-1.334356596,0.182087018,0.544389603,ENSG00000197965,MPZL1
ENSG00000114573.12,80.94338313,-0.670080513,0.50258413,-1.333270337,0.182443104,0.54510441,ENSG00000114573,ATP6V1A
ENSG00000149289.11,84.66309038,-0.714613214,0.536227148,-1.332668847,0.182640501,0.545337446,ENSG00000149289,ZC3H12C
ENSG00000182185.19,125.6802655,-0.667393656,0.501046613,-1.331999136,0.182860472,0.54555754,ENSG00000182185,RAD51B
ENSG00000174442.12,89.73697051,-0.694532705,0.521631133,-1.331463291,0.183036616,0.545914401,ENSG00000174442,ZWILCH
ENSG00000113719.17,269.949739,-0.647245258,0.486497474,-1.330418538,0.18338041,0.546283796,ENSG00000113719,ERGIC1
ENSG00000148655.16,92.12401272,-0.649013388,0.488027748,-1.329869851,0.183561157,0.546519703,ENSG00000148655,LRMDA
ENSG00000127334.11,99.17475995,-0.699830204,0.526973858,-1.328016927,0.184172515,0.547260929,ENSG00000127334,DYRK2
ENSG00000104866.11,69.51378685,0.737995423,0.555819837,1.327760137,0.18425736,0.547431532,ENSG00000104866,PPP1R37
ENSG00000167548.18,352.3442557,0.628789105,0.473870459,1.326921931,0.184534509,0.547745096,ENSG00000167548,KMT2D
ENSG00000170175.11,68.28730653,-0.757154275,0.571332108,-1.325243697,0.185090337,0.548772868,ENSG00000170175,CHRNB1
ENSG00000267348.3,26.46882754,-1.028066919,0.775652721,-1.325421662,0.185031336,0.548772868,ENSG00000267348,GEMIN7-AS1
ENSG00000015532.10,54.15934447,0.802969183,0.606624522,1.323667531,0.185613486,0.549469169,ENSG00000015532,XYLT2
ENSG00000171793.17,145.2455754,-0.602212865,0.455515556,-1.32204676,0.186152581,0.550167304,ENSG00000171793,CTPS1
ENSG00000163162.9,52.44600856,-0.741139572,0.560666962,-1.321889147,0.186205067,0.550198725,ENSG00000163162,RNF149
ENSG00000071894.17,106.1691311,0.759186099,0.57455355,1.321349593,0.186384825,0.550359362,ENSG00000071894,CPSF1
ENSG00000261221.5,23.22360894,1.082018719,0.819612436,1.320158982,0.186781944,0.550914463,ENSG00000261221,ZNF865
ENSG00000198380.13,103.5029364,-0.745641067,0.565644956,-1.31821394,0.18743204,0.551756433,ENSG00000198380,GFPT1
ENSG00000213626.13,73.32090896,-0.70495908,0.534976736,-1.317737825,0.187591428,0.551883307,ENSG00000213626,LBH
ENSG00000290960.1,32.88745885,0.84409574,0.640726328,1.317404487,0.187703078,0.551930123,ENSG00000290960,TSSC2
ENSG00000099338.23,142.9889393,-0.706571286,0.536577155,-1.316812092,0.187901619,0.552212193,ENSG00000099338,CATSPERG
ENSG00000184347.16,166.2850148,0.611342291,0.464435876,1.316311512,0.188069508,0.552504445,ENSG00000184347,SLIT3
ENSG00000116584.22,169.4756695,-0.691974406,0.525763306,-1.316132942,0.188129426,0.552596713,ENSG00000116584,ARHGEF2
ENSG00000188612.12,36.19335292,-0.8063288,0.613196849,-1.314959139,0.188523635,0.552983254,ENSG00000188612,SUMO2
ENSG00000290994.1,15.98761684,-1.070731057,0.814639915,-1.314361153,0.188724697,0.55342219,ENSG00000290994,FAM86C2P
ENSG00000166855.9,92.2415934,-0.683050326,0.5197539,-1.314180279,0.188785543,0.553449828,ENSG00000166855,CLPX
ENSG00000068305.19,126.1636559,-0.611702284,0.465452647,-1.314209484,0.188775718,0.553449828,ENSG00000068305,MEF2A
ENSG00000089154.11,127.0882425,0.694339843,0.528503356,1.313785118,0.188918527,0.553487916,ENSG00000089154,GCN1
ENSG00000183840.8,30.82588365,-0.864900499,0.658774621,-1.312892865,0.189219052,0.553665062,ENSG00000183840,GPR39
ENSG00000157470.12,110.2033339,-0.618885709,0.471521971,-1.312527829,0.189342103,0.553780226,ENSG00000157470,FAM81A
ENSG00000169139.12,63.64661008,-0.816967422,0.622750629,-1.311869285,0.189564243,0.553895981,ENSG00000169139,UBE2V2
ENSG00000126777.18,212.7379859,-0.762101991,0.581247938,-1.311147862,0.189807813,0.553933247,ENSG00000126777,KTN1
ENSG00000196405.13,117.3568018,0.646263661,0.492891065,1.311169358,0.189800552,0.553933247,ENSG00000196405,EVL
ENSG00000124243.19,34.38618919,0.882415976,0.673341546,1.310502793,0.1900258,0.554167545,ENSG00000124243,BCAS4
ENSG00000100767.17,83.65900105,0.707466547,0.539905277,1.310353088,0.190076416,0.554210036,ENSG00000100767,PAPLN
ENSG00000101346.15,80.0453757,0.667264182,0.509583648,1.30943013,0.190388691,0.55426586,ENSG00000101346,POFUT1
ENSG00000144713.13,47.00651352,-0.787059465,0.6014507,-1.308601794,0.190669273,0.554658008,ENSG00000144713,RPL32
ENSG00000101311.17,102.2780378,-0.639496355,0.488951911,-1.307892127,0.1909099,0.554841563,ENSG00000101311,FERMT1
ENSG00000122406.14,55.71801967,-0.856977156,0.655446184,-1.307471424,0.191052654,0.554937184,ENSG00000122406,RPL5
ENSG00000164307.13,100.7861442,-0.679924048,0.520061221,-1.307392324,0.191079503,0.554937184,ENSG00000164307,ERAP1
ENSG00000089060.12,126.7049812,-0.726501585,0.556423968,-1.305661917,0.191667554,0.555806897,ENSG00000089060,SLC8B1
ENSG00000188677.15,118.9126023,0.662210825,0.507252839,1.305484709,0.19172785,0.555899654,ENSG00000188677,PARVB
ENSG00000138035.15,60.21520532,-0.745416725,0.571160473,-1.30509158,0.191861665,0.55607694,ENSG00000138035,PNPT1
ENSG00000168672.4,61.78451107,-0.700485439,0.537105696,-1.304185459,0.192170357,0.556601062,ENSG00000168672,LRATD2
ENSG00000178999.13,52.26496089,-0.813392879,0.624051688,-1.303406264,0.192436099,0.557120883,ENSG00000178999,AURKB
ENSG00000004864.14,56.17561573,-0.730758429,0.560884531,-1.30286786,0.192619878,0.557349583,ENSG00000004864,SLC25A13
ENSG00000154027.19,85.10643162,-0.647995843,0.497615615,-1.302201585,0.192847484,0.557566834,ENSG00000154027,AK5
ENSG00000168610.17,156.3117967,-0.601739087,0.462274782,-1.301691355,0.193021916,0.557903478,ENSG00000168610,STAT3
ENSG00000226985.7,73.6639192,-0.761562787,0.585353816,-1.301029849,0.193248238,0.55837068,ENSG00000226985,LINC01203
ENSG00000137266.15,91.02206961,0.697321581,0.536335709,1.30015878,0.193546555,0.558832577,ENSG00000137266,SLC22A23
ENSG00000198053.12,29.037159,0.857555598,0.659656695,1.300002872,0.193599985,0.558886894,ENSG00000198053,SIRPA
ENSG00000090975.14,112.3702313,0.666913044,0.513056408,1.299882495,0.193641246,0.558953076,ENSG00000090975,PITPNM2
ENSG00000173599.15,153.6592378,-0.740140541,0.569645642,-1.299299927,0.193841019,0.559353209,ENSG00000173599,PC
ENSG00000147124.13,49.80870089,-0.77045595,0.593306349,-1.298580323,0.194087994,0.559588914,ENSG00000147124,ZNF41
ENSG00000080200.10,74.12483618,-0.680224353,0.524617106,-1.296611083,0.194765037,0.560496282,ENSG00000080200,CRYBG3
ENSG00000100528.12,52.51521932,-0.764207218,0.589438271,-1.296500848,0.194802988,0.560502023,ENSG00000100528,CNIH1
ENSG00000204628.12,81.08947797,-0.711279752,0.549140982,-1.295258915,0.195230927,0.560810674,ENSG00000204628,RACK1
ENSG00000184545.11,38.43632396,-0.880781362,0.679925005,-1.295409575,0.195178977,0.560810674,ENSG00000184545,DUSP8
ENSG00000075142.14,50.94493543,-0.810234783,0.626324621,-1.293633933,0.195791896,0.561132772,ENSG00000075142,SRI
ENSG00000188385.13,156.0373469,0.659987612,0.509877715,1.294403721,0.195526006,0.561132772,ENSG00000188385,JAKMIP3
ENSG00000137767.14,49.35878381,-0.766310323,0.592787642,-1.292723175,0.19610682,0.561304375,ENSG00000137767,SQOR
ENSG00000140299.14,122.9119057,-0.749048983,0.58005325,-1.291345205,0.196584002,0.561924649,ENSG00000140299,BNIP2
ENSG00000101255.12,38.23955011,-0.853703644,0.661078258,-1.291380608,0.196571731,0.561924649,ENSG00000101255,TRIB3
ENSG00000134987.13,81.86231403,-0.743872848,0.576463232,-1.290408142,0.196908987,0.562405508,ENSG00000134987,WDR36
ENSG00000160207.9,20.96204433,-0.958623794,0.742881447,-1.290412889,0.196907339,0.562405508,ENSG00000160207,HSF2BP
ENSG00000138071.15,46.75455274,-0.768077395,0.59580579,-1.289140536,0.197349233,0.562750126,ENSG00000138071,ACTR2
ENSG00000109084.14,49.2217733,-0.75454051,0.585831422,-1.287982313,0.19775212,0.563060198,ENSG00000109084,TMEM97
ENSG00000131374.15,161.5113427,-0.581050911,0.451502434,-1.286927528,0.198119549,0.563818274,ENSG00000131374,TBC1D5
ENSG00000156521.14,57.09765296,-0.831229875,0.646775693,-1.285190344,0.198725777,0.564556304,ENSG00000156521,TYSND1
ENSG00000156170.14,163.2262107,-0.574346608,0.447297195,-1.284038028,0.19912865,0.564848017,ENSG00000156170,NDUFAF6
ENSG00000131873.7,115.4001741,-0.605598417,0.472323225,-1.282169465,0.199783205,0.565597851,ENSG00000131873,CHSY1
ENSG00000240857.2,20.78724499,-0.999422874,0.779809656,-1.281624132,0.199974531,0.565655201,ENSG00000240857,RDH14
ENSG00000115548.17,175.7276954,-0.593334355,0.462842797,-1.281934946,0.199865468,0.565655201,ENSG00000115548,KDM3A
ENSG00000144120.13,35.33868634,-0.806302934,0.629043587,-1.281791836,0.199915679,0.565655201,ENSG00000144120,TMEM177
ENSG00000184226.15,398.9120889,-0.696569853,0.543658895,-1.28126268,0.200101417,0.565742719,ENSG00000184226,PCDH9
ENSG00000159322.18,92.66403591,0.649988559,0.507743119,1.280152373,0.200491552,0.566466379,ENSG00000159322,ADPGK
ENSG00000108557.20,117.6477244,0.652363895,0.509766573,1.279730625,0.20063989,0.566695365,ENSG00000108557,RAI1
ENSG00000185875.13,33.62861629,-0.812384296,0.634994102,-1.279357231,0.200771288,0.566868251,ENSG00000185875,THNSL1
ENSG00000170017.12,86.22538425,-0.726528568,0.568132471,-1.278801345,0.20096702,0.56732157,ENSG00000170017,ALCAM
ENSG00000267064.2,47.90376689,-0.730314935,0.571418601,-1.278073435,0.201223535,0.567688837,ENSG00000267064,UXT-AS1
ENSG00000142279.13,126.6750017,0.606478142,0.474684186,1.277645559,0.201374429,0.56787589,ENSG00000142279,WTIP
ENSG00000214087.9,34.57266738,-0.927311455,0.72647,-1.276462145,0.2017922,0.568697648,ENSG00000214087,ARL16
ENSG00000157193.18,196.000736,0.58974235,0.462995206,1.273754767,0.20275034,0.570212154,ENSG00000157193,LRP8
ENSG00000103356.18,115.0690112,-0.710959147,0.558523566,-1.272925962,0.203044316,0.570362027,ENSG00000103356,EARS2
ENSG00000055917.17,102.2059853,-0.650968282,0.511451875,-1.272785014,0.20309434,0.57041097,ENSG00000055917,PUM2
ENSG00000137776.17,170.2912858,-0.607132699,0.477265332,-1.272107271,0.203335008,0.570570026,ENSG00000137776,SLTM
ENSG00000198466.12,43.47307429,0.731564692,0.575083547,1.272101586,0.203337028,0.570570026,ENSG00000198466,ZNF587
ENSG00000147488.13,188.8237625,-0.597547261,0.46978328,-1.271963663,0.20338603,0.570608352,ENSG00000147488,ST18
ENSG00000126602.11,50.37501694,0.78271935,0.615394522,1.271898468,0.203409196,0.570608462,ENSG00000126602,TRAP1
ENSG00000145495.17,342.2813733,-0.570871234,0.449206625,-1.270843311,0.203784397,0.570891306,ENSG00000145495,MARCHF6
ENSG00000123815.13,172.0076125,-0.649567081,0.511472566,-1.269993983,0.204086774,0.571036207,ENSG00000123815,COQ8B
ENSG00000013523.11,72.97287936,0.690985893,0.54428235,1.269535734,0.204250054,0.57124556,ENSG00000013523,ANGEL1
ENSG00000197375.14,279.5788854,-0.590818324,0.465486212,-1.269249892,0.204351952,0.571330907,ENSG00000197375,SLC22A5
ENSG00000170515.14,42.97043972,-0.758666726,0.597992161,-1.268690087,0.204551619,0.571742316,ENSG00000170515,PA2G4
ENSG00000117020.19,179.8606577,-0.655291747,0.51682169,-1.267926173,0.204824316,0.571910442,ENSG00000117020,AKT3
ENSG00000070814.22,136.9641259,0.666482703,0.525747562,1.26768577,0.204910188,0.572001822,ENSG00000070814,TCOF1
ENSG00000074582.15,67.443214,-0.723306006,0.571508904,-1.265607588,0.205653608,0.572839406,ENSG00000074582,BCS1L
ENSG00000100413.17,72.37798588,-0.7999864,0.632185979,-1.265428888,0.205717625,0.57291844,ENSG00000100413,POLR3H
ENSG00000151640.13,36.66889832,0.848659433,0.671083919,1.264609997,0.206011167,0.573431151,ENSG00000151640,DPYSL4
ENSG00000198554.12,79.70934822,-0.686699262,0.543219328,-1.26412892,0.206183758,0.57367881,ENSG00000198554,WDHD1
ENSG00000011028.14,78.14371625,0.733951663,0.580673762,1.263965606,0.206242372,0.57367881,ENSG00000011028,MRC2
ENSG00000156463.18,116.4359581,-0.606523938,0.479964519,-1.263684948,0.20634313,0.573701517,ENSG00000156463,SH3RF2
ENSG00000112234.9,85.91687886,-0.680608668,0.538854838,-1.263064966,0.206565833,0.573894698,ENSG00000112234,FBXL4
ENSG00000100575.14,18.72813096,-1.013411579,0.802830483,-1.26229833,0.206841457,0.57429198,ENSG00000100575,TIMM9
ENSG00000111266.9,123.1760056,-0.586734436,0.465206328,-1.261234854,0.207224245,0.574734894,ENSG00000111266,DUSP16
ENSG00000143515.20,93.39143397,0.651128509,0.516511701,1.260626831,0.207443327,0.574937914,ENSG00000143515,ATP8B2
ENSG00000144057.16,56.09968842,0.7397925,0.586828747,1.260661657,0.207430774,0.574937914,ENSG00000144057,ST6GAL2
ENSG00000090060.19,156.8102229,-0.652094196,0.517961647,-1.258962317,0.208043943,0.57577191,ENSG00000090060,PAPOLA
ENSG00000143951.16,150.573947,-0.613595394,0.487651311,-1.258266676,0.208295329,0.575884903,ENSG00000143951,WDPCP
ENSG00000139218.18,199.0777265,-0.632464424,0.502521955,-1.258580681,0.208181829,0.575884903,ENSG00000139218,SCAF11
ENSG00000168256.18,63.24378067,-0.718154197,0.570775527,-1.258207758,0.20831663,0.575884903,ENSG00000168256,NKIRAS2
ENSG00000110237.5,139.9152554,0.691749427,0.550009833,1.257703747,0.208498917,0.576191503,ENSG00000110237,ARHGEF17
ENSG00000011258.16,85.10373844,-0.635849622,0.506303007,-1.255867756,0.209163921,0.576844366,ENSG00000011258,MBTD1
ENSG00000162852.14,83.03942024,-0.625754244,0.498522391,-1.255217932,0.209399658,0.577346559,ENSG00000162852,CNST
ENSG00000152409.9,100.4335679,-0.634895315,0.50599166,-1.254754504,0.209567893,0.577450276,ENSG00000152409,JMY
ENSG00000121579.14,67.86870465,-0.695258522,0.554532317,-1.25377458,0.209923951,0.577756091,ENSG00000121579,NAA50
ENSG00000174099.12,94.37760661,-0.614946927,0.490569786,-1.253536082,0.210010676,0.577787902,ENSG00000174099,MSRB3
ENSG00000178982.10,49.34887119,-0.907596297,0.724145658,-1.253333894,0.210084218,0.57780318,ENSG00000178982,EIF3K
ENSG00000168389.18,55.72659182,0.729841347,0.582399399,1.253162947,0.210146412,0.577824357,ENSG00000168389,MFSD2A
ENSG00000076555.16,196.7859145,0.587540044,0.469600944,1.251147493,0.210880671,0.57871205,ENSG00000076555,ACACB
ENSG00000101901.13,76.04381365,-0.644824751,0.51577549,-1.25020433,0.211224915,0.579373881,ENSG00000101901,ALG13
ENSG00000049323.16,101.6007349,-0.616189058,0.493032122,-1.249794954,0.21137446,0.579722241,ENSG00000049323,LTBP1
ENSG00000204131.11,120.5147213,0.587681212,0.470417859,1.249274873,0.211564555,0.579997276,ENSG00000204131,NHSL2
ENSG00000047346.13,174.232844,-0.597396915,0.478691311,-1.247979441,0.212038586,0.58023766,ENSG00000047346,ATOSA
ENSG00000166068.13,118.8066212,-0.727940981,0.583906436,-1.246674013,0.212517051,0.580639193,ENSG00000166068,SPRED1
ENSG00000101191.17,250.5117751,0.571015725,0.4580343,1.246665861,0.212520041,0.580639193,ENSG00000101191,DIDO1
ENSG00000172671.20,76.13414261,-0.63948946,0.513275034,-1.245900186,0.212801042,0.580950856,ENSG00000172671,ZFAND4
ENSG00000042832.12,249.9066975,0.55094476,0.442304231,1.24562399,0.212902471,0.58109395,ENSG00000042832,TG
ENSG00000177034.18,82.19885998,-0.650225822,0.522148352,-1.245289428,0.21302538,0.581189396,ENSG00000177034,MTX3
ENSG00000196498.15,172.9050855,0.637422364,0.512243729,1.244373192,0.213362245,0.581518824,ENSG00000196498,NCOR2
ENSG00000136381.13,199.5974853,-0.583552931,0.469111693,-1.24395307,0.213516836,0.581636575,ENSG00000136381,IREB2
ENSG00000023287.13,94.0164,-0.724605336,0.582742987,-1.243438965,0.213706119,0.581866674,ENSG00000023287,RB1CC1
ENSG00000071082.11,70.19090821,-0.657175869,0.528582846,-1.243278845,0.213765097,0.581929114,ENSG00000071082,RPL31
ENSG00000152292.18,53.58811565,-0.817570306,0.658053778,-1.242406523,0.21408661,0.582441601,ENSG00000152292,SH2D6
ENSG00000108175.19,131.0100275,0.610764725,0.491752041,1.24201767,0.214230043,0.582452863,ENSG00000108175,ZMIZ1
ENSG00000100350.16,76.6912416,0.657277397,0.529367344,1.241628152,0.21437379,0.582701852,ENSG00000100350,FOXRED2
ENSG00000108262.16,81.18744208,0.71800731,0.579218499,1.239613913,0.215118232,0.583448349,ENSG00000108262,GIT1
ENSG00000001084.13,101.5310646,-0.597540817,0.482310052,-1.238914292,0.21537724,0.583807565,ENSG00000001084,GCLC
ENSG00000121058.5,43.93069488,-0.71373216,0.576424124,-1.238206611,0.215639461,0.584273102,ENSG00000121058,COIL
ENSG00000111605.18,88.76602512,-0.677656789,0.54741536,-1.23792067,0.215745477,0.584362514,ENSG00000111605,CPSF6
ENSG00000198720.13,57.38204929,0.804839059,0.650480574,1.237299147,0.215976045,0.584694433,ENSG00000198720,ANKRD13B
ENSG00000169018.6,156.8160186,-0.606755794,0.490547704,-1.236894575,0.216126224,0.584708811,ENSG00000169018,FEM1B
ENSG00000006194.11,62.82080102,-0.74114863,0.599182827,-1.236932363,0.216112194,0.584708811,ENSG00000006194,ZNF263
ENSG00000105323.18,96.47680346,-0.651871269,0.527020569,-1.236899102,0.216124543,0.584708811,ENSG00000105323,HNRNPUL1
ENSG00000115760.16,242.7242712,-0.533708958,0.431640894,-1.236465233,0.216285681,0.584748251,ENSG00000115760,BIRC6
ENSG00000050165.19,150.1466054,-0.56780312,0.459789187,-1.234920559,0.216860071,0.585280995,ENSG00000050165,DKK3
ENSG00000140479.18,308.4811745,0.520078471,0.421162997,1.23486269,0.216881611,0.585280995,ENSG00000140479,PCSK6
ENSG00000025708.14,58.40093799,-0.764038651,0.618880106,-1.234550349,0.216997897,0.585301571,ENSG00000025708,TYMP
ENSG00000139726.11,37.66086324,-0.742352033,0.602314401,-1.232499226,0.217762656,0.585999535,ENSG00000139726,DENR
ENSG00000150990.9,85.12440659,0.676098899,0.549326533,1.230777793,0.218405983,0.586757444,ENSG00000150990,DHX37
ENSG00000095066.12,72.51850515,-0.722998012,0.587457849,-1.230723213,0.218426403,0.586757444,ENSG00000095066,HOOK2
ENSG00000255652.5,29.28909311,0.794408214,0.646748718,1.228310457,0.219330447,0.587812151,ENSG00000255652,LINC02963
ENSG00000197111.16,89.1190374,-0.619092819,0.504476396,-1.227198783,0.219747887,0.588344902,ENSG00000197111,PCBP2
ENSG00000170191.5,28.17363307,-0.82151416,0.669895805,-1.226331249,0.220074047,0.588592566,ENSG00000170191,NANP
ENSG00000126261.13,59.30869237,-0.66060035,0.538793454,-1.226073451,0.220171036,0.588648056,ENSG00000126261,UBA2
ENSG00000186838.15,22.15726631,0.884781038,0.721982749,1.225487782,0.220391491,0.588849722,ENSG00000186838,SELENOV
ENSG00000132953.18,110.9998501,-0.665334051,0.543188755,-1.224867128,0.220625287,0.58922828,ENSG00000132953,XPO4
ENSG00000261236.8,58.26609903,0.780227201,0.638598243,1.221781002,0.221790455,0.590971447,ENSG00000261236,BOP1
ENSG00000196843.17,34.18207973,0.846499599,0.693034913,1.221438608,0.221919997,0.59097524,ENSG00000196843,ARID5A
ENSG00000103647.13,67.12479538,0.663319355,0.543910295,1.219538148,0.222640006,0.591770098,ENSG00000103647,CORO2B
ENSG00000165434.8,121.359977,-0.643774327,0.528189197,-1.218832816,0.222907653,0.592061327,ENSG00000165434,PGM2L1
ENSG00000175220.12,97.35079181,0.692186671,0.56825603,1.218089443,0.223189985,0.592451614,ENSG00000175220,ARHGAP1
ENSG00000182272.12,24.57261384,0.913871082,0.751543762,1.21599184,0.223988031,0.593525035,ENSG00000182272,B4GALNT4
ENSG00000135409.11,51.53876084,0.706841315,0.581265028,1.216039638,0.223969823,0.593525035,ENSG00000135409,AMHR2
ENSG00000215817.9,13.67403105,-1.086855072,0.894075947,-1.215618287,0.224130364,0.593581475,ENSG00000215817,ZC3H11B
ENSG00000158234.13,56.02603175,-0.666298152,0.548263465,-1.215288259,0.224256168,0.59371986,ENSG00000158234,FAIM
ENSG00000103168.17,58.53470377,0.737838254,0.607274626,1.214999313,0.224366353,0.593914181,ENSG00000103168,TAF1C
ENSG00000033170.17,78.93398719,-0.629862501,0.519381157,-1.212717274,0.225237933,0.595465035,ENSG00000033170,FUT8
ENSG00000141367.13,156.6626078,-0.564299334,0.465707784,-1.211702604,0.225626242,0.595783916,ENSG00000141367,CLTC
ENSG00000023909.10,55.4795571,-0.769769121,0.635435853,-1.211403349,0.225740857,0.595940358,ENSG00000023909,GCLM
ENSG00000119906.13,120.5747985,-0.648049231,0.535320448,-1.210581874,0.226055695,0.59628399,ENSG00000119906,SLF2
ENSG00000176871.9,66.96425713,-0.637247073,0.526515582,-1.210309999,0.226159962,0.596510295,ENSG00000176871,WSB2
ENSG00000130653.16,135.0820227,0.668922619,0.552857749,1.209936228,0.226303364,0.59669356,ENSG00000130653,PNPLA7
ENSG00000168502.18,143.3841032,0.561694172,0.464431727,1.209422482,0.226500576,0.596774956,ENSG00000168502,MTCL1
ENSG00000175832.13,61.99033556,-0.685564471,0.567033498,-1.209036985,0.226648637,0.597018912,ENSG00000175832,ETV4
ENSG00000133812.18,434.8752698,-0.537514675,0.445042212,-1.207783579,0.227130519,0.597459661,ENSG00000133812,SBF2
ENSG00000137038.8,31.16728097,-0.813447991,0.674109597,-1.206699912,0.227547733,0.598021223,ENSG00000137038,DMAC1
ENSG00000143458.12,121.7952748,-0.565458895,0.469173671,-1.205222993,0.228117229,0.598689522,ENSG00000143458,GABPB2
ENSG00000135631.17,67.97261821,0.726694572,0.603031179,1.20506965,0.228176415,0.598747523,ENSG00000135631,RAB11FIP5
ENSG00000115211.17,66.29859591,-0.667775556,0.554189647,-1.204958555,0.228219302,0.598780132,ENSG00000115211,EIF2B4
ENSG00000113758.14,76.01800664,-0.684955988,0.568960891,-1.203871829,0.228639122,0.599008057,ENSG00000113758,DBN1
ENSG00000067715.15,119.1569332,-0.628688353,0.522185627,-1.203955682,0.228606708,0.599008057,ENSG00000067715,SYT1
